HUGO_SYMBOL	Entrez_Gene_Id	Bill_Tumor
STOM	00000	76.43
STOML1	00000	5.56
STOML2	00000	40.29
STOML3	00000	0.01
STON1	00000	12.57
STON1-GTF2A1L	00000	0.4
STON2	00000	6.34
STOX1	00000	2.05
STOX2	00000	2.53
STPG1	00000	6.65
STPG2	00000	0.34
STRA13	00000	24.43
STRA6	00000	7.67
STRA8	00000	0.2
STRADA	00000	16.28
STRADB	00000	18.62
STRAP	00000	38.11
STRBP	00000	8.59
STRC	00000	0.25
STRIP1	00000	9.81
STRIP2	00000	0.67
STRN	00000	6.29
STRN3	00000	8.61
STRN4	00000	34.69
STS	00000	2.75
STT3A	00000	41.08
STT3B	00000	40.01
STUB1	00000	58.35
STX10	00000	31.28
STX11	00000	1.41
STX12	00000	22.05
STX16	00000	24.63
STX16-NPEPL1	00000	4.32
STX17	00000	8.21
STX18	00000	27.26
STX19	00000	0.21
STX1A	00000	3.05
STX1B	00000	0.66
STX2	00000	8.53
STX3	00000	17.2
STX4	00000	30.77
STX5	00000	21.43
STX6	00000	6.67
STX7	00000	19.51
STX8	00000	27.05
STXBP1	00000	10.15
STXBP2	00000	47.85
STXBP3	00000	25.47
STXBP4	00000	4.22
STXBP5	00000	1.68
STXBP5L	00000	0.02
STXBP6	00000	7.25
STYK1	00000	0.61
STYX	00000	2.58
STYXL1	00000	20.46
SUB1	00000	84.67
SUCLA2	00000	28.21
SUCLG1	00000	125.42
SUCLG2	00000	47.75
SUCNR1	00000	11.86
SUCO	00000	7.43
SUDS3	00000	12.99
SUFU	00000	5.92
SUGP1	00000	22.37
SUGP2	00000	26.22
SUGT1	00000	15.11
SULF1	00000	7.2
SULF2	00000	16.33
SULT1A1	00000	25.34
SULT1A2	00000	2.74
SULT1A3	00000	6.91
SULT1A4	00000	7.4
SULT1B1	00000	0.21
SULT1C2	00000	23.84
SULT1C3	00000	0
SULT1C4	00000	10.77
SULT1E1	00000	0.36
SULT2A1	00000	0
SULT2B1	00000	13.18
SULT4A1	00000	0.04
SULT6B1	00000	0
SUMF1	00000	30.48
SUMF2	00000	91.81
SUMO1	00000	70.53
SUMO2	00000	117.93
SUMO3	00000	62.36
SUMO4	00000	0.31
SUN1	00000	47.23
SUN2	00000	45.57
SUN3	00000	0.03
SUOX	00000	23.94
SUPT16H	00000	22.37
SUPT20H	00000	13.75
SUPT3H	00000	3.33
SUPT4H1	00000	49.24
SUPT5H	00000	50.22
SUPT6H	00000	27.19
SUPT7L	00000	14.06
SUPV3L1	00000	12.68
SURF1	00000	26.51
SURF2	00000	17.71
SURF4	00000	56.14
SURF6	00000	16.04
SUSD1	00000	12.66
SUSD2	00000	16.6
SUSD3	00000	7.52
SUSD4	00000	22.12
SUSD5	00000	1.49
SUV39H1	00000	2.48
SUV39H2	00000	1.66
SUV420H1	00000	12.56
SUV420H2	00000	6.82
SUZ12	00000	7.8
SV2A	00000	1.68
SV2B	00000	0.32
SV2C	00000	0.02
SVEP1	00000	9.34
SVIL	00000	13.26
SVIP	00000	14.18
SVOP	00000	0.03
SVOPL	00000	3.12
SWAP70	00000	13.03
SWI5	00000	18.98
SWSAP1	00000	2.65
SWT1	00000	2.53
SYAP1	00000	10.94
SYBU	00000	3.28
SYCE1	00000	0.25
SYCE1L	00000	1.58
SYCE2	00000	0.25
SYCE3	00000	0.51
SYCN	00000	0
SYCP1	00000	0
SYCP2	00000	0.73
SYCP2L	00000	0.23
SYCP3	00000	0.17
SYDE1	00000	13.96
SYDE2	00000	1.62
SYF2	00000	48.39
SYK	00000	20.31
SYMPK	00000	27.3
SYN1	00000	0.34
SYN3	00000	0.89
SYNC	00000	2.79
SYNCRIP	00000	23.03
SYNDIG1	00000	5.11
SYNDIG1L	00000	0.08
SYNE1	00000	46.51
SYNE2	00000	118.4
SYNE3	00000	0.43
SYNE4	00000	4.03
SYNGAP1	00000	7.24
SYNGR1	00000	21.67
SYNGR2	00000	82.59
SYNGR3	00000	0.71
SYNGR4	00000	0.02
SYNJ1	00000	4.76
SYNJ2	00000	3.17
SYNJ2BP	00000	17.08
SYNM	00000	5.87
SYNPO	00000	36.71
SYNPO2	00000	16.09
SYNPO2L	00000	0.15
SYNPR	00000	0
SYNRG	00000	10.29
SYP	00000	4.96
SYPL1	00000	75.91
SYPL2	00000	6.17
SYS1	00000	22.48
SYS1-DBNDD2	00000	1.1
SYT1	00000	2.95
SYT10	00000	0.79
SYT11	00000	7.03
SYT12	00000	0.31
SYT13	00000	6.32
SYT14	00000	0.04
SYT15	00000	2.36
SYT16	00000	0.03
SYT17	00000	4.76
SYT2	00000	0.08
SYT3	00000	0.45
SYT4	00000	0.03
SYT5	00000	0.08
SYT6	00000	0.56
SYT7	00000	9.81
SYT8	00000	1.47
SYT9	00000	0.91
SYTL1	00000	1.88
SYTL2	00000	23.83
SYTL3	00000	1.96
SYTL4	00000	14.92
SYTL5	00000	1.01
SYVN1	00000	18.78
SZRD1	00000	49.37
SZT2	00000	7.92
T	00000	0
TAAR1	00000	0.11
TAAR5	00000	0
TAAR6	00000	0.06
TAAR8	00000	0.02
TAB1	00000	10.59
TAB2	00000	23.33
TAB3	00000	7.42
TAC1	00000	0.22
TAC3	00000	0.06
TAC4	00000	0.07
TACC1	00000	62.68
TACC2	00000	13.07
TACC3	00000	3.83
TACO1	00000	17.64
TACR1	00000	0.64
TACR2	00000	0.43
TACR3	00000	0.05
TACSTD2	00000	280.47
TADA1	00000	5.49
TADA2A	00000	4.59
TADA2B	00000	10.76
TADA3	00000	31.16
TAF1	00000	7.26
TAF10	00000	45.54
TAF11	00000	9.95
TAF12	00000	8.51
TAF13	00000	21.2
TAF15	00000	56.41
TAF1A	00000	1.74
TAF1B	00000	5.85
TAF1C	00000	28.23
TAF1D	00000	21.51
TAF2	00000	5.87
TAF3	00000	5.77
TAF4	00000	4.85
TAF4B	00000	1.13
TAF5	00000	0.94
TAF5L	00000	4.78
TAF6	00000	24.92
TAF6L	00000	13.91
TAF7	00000	37.27
TAF7L	00000	0.19
TAF8	00000	8.23
TAF9	00000	37.84
TAF9B	00000	10.77
TAGAP	00000	0.66
TAGLN	00000	411.07
TAGLN2	00000	113.06
TAGLN3	00000	3.59
TAL1	00000	1.65
TAL2	00000	1.56
TALDO1	00000	71.66
TAMM41	00000	4.31
TANC1	00000	10.34
TANC2	00000	5.28
TANGO2	00000	12.67
TANGO6	00000	3.09
TANK	00000	16.58
TAOK1	00000	7.02
TAOK2	00000	18.94
TAOK3	00000	19.55
TAP1	00000	11.3
TAP2	00000	12.62
TAPBP	00000	30.01
TAPBPL	00000	15.87
TAPT1	00000	15.88
TARBP1	00000	8.46
TARBP2	00000	14.54
TARDBP	00000	53.29
TARS	00000	23.14
TARS2	00000	10.78
TARSL2	00000	4.92
TAS1R1	00000	0.17
TAS1R3	00000	0.4
TAS2R1	00000	0
TAS2R10	00000	0.07
TAS2R13	00000	0.03
TAS2R14	00000	0.6
TAS2R19	00000	0.12
TAS2R20	00000	0.15
TAS2R3	00000	0.04
TAS2R30	00000	0.01
TAS2R31	00000	0.06
TAS2R38	00000	0
TAS2R4	00000	0.28
TAS2R40	00000	0
TAS2R42	00000	0.01
TAS2R43	00000	0.02
TAS2R46	00000	0.03
TAS2R5	00000	0.55
TAS2R50	00000	0.02
TAS2R60	00000	0.01
TASP1	00000	3.64
TAT	00000	0.11
TATDN1	00000	14.2
TATDN2	00000	14.22
TATDN3	00000	9.43
TAX1BP1	00000	44.73
TAX1BP3	00000	64.47
TAZ	00000	16.13
TBATA	00000	0.02
TBC1D1	00000	86.72
TBC1D10A	00000	13.44
TBC1D10B	00000	16.38
TBC1D10C	00000	1.96
TBC1D12	00000	2.92
TBC1D13	00000	18.63
TBC1D14	00000	26.11
TBC1D15	00000	15.65
TBC1D16	00000	34.56
TBC1D17	00000	32.27
TBC1D19	00000	4.94
TBC1D2	00000	3.26
TBC1D20	00000	11.67
TBC1D21	00000	0
TBC1D22A	00000	11.09
TBC1D22B	00000	4.89
TBC1D23	00000	10.29
TBC1D24	00000	8.14
TBC1D25	00000	6.32
TBC1D26	00000	0.05
TBC1D28	00000	0
TBC1D29	00000	0.21
TBC1D2B	00000	10.9
TBC1D3	00000	2.62
TBC1D30	00000	1.71
TBC1D31	00000	1.04
TBC1D32	00000	1.66
TBC1D3B	00000	0.03
TBC1D3C	00000	1.36
TBC1D3F	00000	6.27
TBC1D3G	00000	1.65
TBC1D3H	00000	1.76
TBC1D4	00000	23.58
TBC1D5	00000	16.16
TBC1D7	00000	19.67
TBC1D8	00000	11.19
TBC1D8B	00000	2.66
TBC1D9	00000	16.19
TBC1D9B	00000	41.26
TBCA	00000	97.63
TBCB	00000	67.17
TBCC	00000	7.57
TBCCD1	00000	3.64
TBCD	00000	24.53
TBCE	00000	7.61
TBCEL	00000	7.39
TBCK	00000	8.67
TBK1	00000	6.84
TBKBP1	00000	6.76
TBL1X	00000	20.07
TBL1XR1	00000	18.08
TBL1Y	00000	0.89
TBL2	00000	12.09
TBL3	00000	13.45
TBP	00000	5.44
TBPL1	00000	10.69
TBPL2	00000	0.01
TBR1	00000	0
TBRG1	00000	13.19
TBRG4	00000	22.84
TBX1	00000	0.28
TBX10	00000	0.01
TBX15	00000	0.37
TBX18	00000	1.09
TBX19	00000	1.28
TBX2	00000	53.43
TBX20	00000	0
TBX21	00000	0.37
TBX22	00000	0.02
TBX3	00000	17.83
TBX4	00000	0.02
TBX5	00000	0
TBX6	00000	2.06
TBXA2R	00000	2.65
TBXAS1	00000	5.5
TC2N	00000	6.31
TCAIM	00000	16.66
TCAP	00000	0.67
TCEA1	00000	29.58
TCEA2	00000	36.45
TCEA3	00000	50.17
TCEAL1	00000	23.22
TCEAL2	00000	11.65
TCEAL3	00000	40.49
TCEAL4	00000	97.96
TCEAL5	00000	0.15
TCEAL6	00000	0.42
TCEAL7	00000	2.99
TCEAL8	00000	41.85
TCEANC	00000	1.82
TCEANC2	00000	1.76
TCEB1	00000	33.49
TCEB2	00000	133.52
TCEB3	00000	9.28
TCEB3B	00000	0.02
TCEB3C	00000	0.08
TCEB3CL	00000	0.04
TCEB3CL2	00000	0.01
TCERG1	00000	14.74
TCERG1L	00000	0.09
TCF12	00000	17.82
TCF15	00000	0.71
TCF19	00000	3.59
TCF20	00000	9.11
TCF21	00000	25.48
TCF23	00000	0.15
TCF24	00000	0.29
TCF25	00000	72.94
TCF3	00000	18.47
TCF4	00000	12.19
TCF7	00000	1.38
TCF7L1	00000	10.86
TCF7L2	00000	9.47
TCFL5	00000	4.68
TCHH	00000	0.07
TCHP	00000	8.1
TCIRG1	00000	29.06
TCL1A	00000	0.03
TCL1B	00000	0.04
TCN1	00000	0.03
TCN2	00000	35.29
TCOF1	00000	9.7
TCP1	00000	56.47
TCP10	00000	0.01
TCP10L	00000	0.2
TCP10L2	00000	0.17
TCP11	00000	0.21
TCP11L1	00000	4.05
TCP11L2	00000	4.44
TCP11X1	00000	0.03
TCP11X2	00000	0.02
TCTA	00000	40.74
TCTE1	00000	0.1
TCTE3	00000	0.27
TCTEX1D1	00000	0.3
TCTEX1D2	00000	10.55
TCTEX1D4	00000	0.26
TCTN1	00000	24.42
TCTN2	00000	6.69
TCTN3	00000	17.66
TDG	00000	6.2
TDGF1	00000	9.76
TDO2	00000	0.26
TDP1	00000	4.09
TDP2	00000	25.99
TDRD1	00000	0.38
TDRD10	00000	0.9
TDRD12	00000	0.05
TDRD3	00000	9.47
TDRD5	00000	1.21
TDRD6	00000	0.28
TDRD7	00000	4.31
TDRD9	00000	1.94
TDRKH	00000	3.37
TDRP	00000	14.08
TEAD1	00000	13.38
TEAD2	00000	18.02
TEAD3	00000	10.13
TEAD4	00000	5.37
TEC	00000	0.91
TECPR1	00000	8.22
TECPR2	00000	6.3
TECR	00000	102.03
TECRL	00000	0
TECTA	00000	0.23
TECTB	00000	0.01
TEDDM1	00000	0.08
TEF	00000	16.34
TEFM	00000	7.6
TEK	00000	14.65
TEKT1	00000	0.01
TEKT2	00000	1.75
TEKT3	00000	0.45
TEKT4	00000	0.01
TEKT5	00000	0.03
TELO2	00000	19.23
TEN1	00000	10.4
TENC1	00000	89.62
TENM1	00000	0.49
TENM2	00000	0.53
TENM3	00000	1
TENM4	00000	1.5
TEP1	00000	6.74
TEPP	00000	0.39
TERF1	00000	14.13
TERF2	00000	14.58
TERF2IP	00000	41.54
TERT	00000	0
TES	00000	21.42
TESC	00000	11.21
TESK1	00000	19.02
TESK2	00000	2.3
TESPA1	00000	0.32
TET1	00000	0.41
TET2	00000	3.03
TET3	00000	1.5
TEX10	00000	5.92
TEX101	00000	0
TEX11	00000	0.03
TEX12	00000	0.05
TEX13A	00000	0
TEX14	00000	0.28
TEX15	00000	0.01
TEX19	00000	0
TEX2	00000	13.45
TEX22	00000	0.23
TEX26	00000	0.05
TEX261	00000	33.15
TEX264	00000	51.03
TEX29	00000	0.3
TEX30	00000	6.99
TEX33	00000	0.01
TEX35	00000	0.01
TEX37	00000	0
TEX38	00000	0.22
TEX40	00000	0.24
TEX9	00000	4.8
TF	00000	0.45
TFAM	00000	9.46
TFAP2A	00000	14.83
TFAP2B	00000	8.22
TFAP2C	00000	2.31
TFAP2D	00000	0
TFAP2E	00000	0.28
TFAP4	00000	3.87
TFB1M	00000	5.32
TFB2M	00000	6.2
TFCP2	00000	9.65
TFCP2L1	00000	27.16
TFDP1	00000	24.89
TFDP2	00000	17.78
TFDP3	00000	0
TFE3	00000	21.46
TFEB	00000	12.97
TFEC	00000	7.43
TFF1	00000	1.78
TFF2	00000	0.39
TFF3	00000	6.03
TFG	00000	35.66
TFIP11	00000	13.45
TFPI	00000	29.51
TFPI2	00000	16.75
TFPT	00000	8.28
TFR2	00000	0.14
TFRC	00000	11.36
TG	00000	1.28
TGDS	00000	4.51
TGFA	00000	6.35
TGFB1	00000	29.51
TGFB1I1	00000	23.85
TGFB2	00000	3.6
TGFB3	00000	5.74
TGFBI	00000	63.49
TGFBR1	00000	10.77
TGFBR2	00000	50.95
TGFBR3	00000	20.98
TGFBR3L	00000	0.4
TGFBRAP1	00000	4.78
TGIF1	00000	44.77
TGIF2	00000	6.53
TGIF2-C20orf24	00000	0.23
TGIF2LX	00000	0
TGIF2LY	00000	0.01
TGM1	00000	1.27
TGM2	00000	39.4
TGM3	00000	0.03
TGM4	00000	0
TGM5	00000	0.03
TGM7	00000	0.05
TGOLN2	00000	81.41
TGS1	00000	8.01
TH	00000	0.2
THADA	00000	7.64
THAP1	00000	4.49
THAP10	00000	1.79
THAP11	00000	13.26
THAP2	00000	2.43
THAP3	00000	13.47
THAP4	00000	61.35
THAP5	00000	13.48
THAP6	00000	5.15
THAP7	00000	17.47
THAP8	00000	4.74
THAP9	00000	1.73
THBD	00000	5.44
THBS1	00000	78.39
THBS2	00000	5
THBS3	00000	13
THBS4	00000	0.68
THEG	00000	0.01
THEGL	00000	0.03
THEM4	00000	16.68
THEM5	00000	0.13
THEM6	00000	16.34
THEMIS	00000	0.27
THEMIS2	00000	3.01
THG1L	00000	3.79
THNSL1	00000	3.53
THNSL2	00000	20.73
THOC1	00000	11.45
THOC2	00000	26.04
THOC3	00000	13.68
THOC5	00000	8.51
THOC6	00000	9.32
THOC7	00000	26.06
THOP1	00000	8.47
THPO	00000	0.88
THRA	00000	34.48
THRAP3	00000	32.11
THRB	00000	10.25
THRSP	00000	0.98
THSD1	00000	1.61
THSD4	00000	9.44
THSD7A	00000	13.56
THSD7B	00000	0.71
THTPA	00000	11.57
THUMPD1	00000	16.67
THUMPD2	00000	5
THUMPD3	00000	15.31
THY1	00000	221.17
THYN1	00000	23.1
TIA1	00000	30.97
TIAF1	00000	2.84
TIAL1	00000	28.63
TIAM1	00000	1.31
TIAM2	00000	2.77
TICAM1	00000	6.53
TICAM2	00000	1.47
TICRR	00000	0.17
TIE1	00000	16.61
TIFA	00000	3.71
TIFAB	00000	0.01
TIGD1	00000	3.5
TIGD2	00000	2.39
TIGD3	00000	0.23
TIGD4	00000	0.46
TIGD5	00000	2.88
TIGD6	00000	3.22
TIGD7	00000	4.39
TIGIT	00000	0.29
TIMD4	00000	0.54
TIMELESS	00000	3.79
TIMM10	00000	24.24
TIMM10B	00000	14.81
TIMM13	00000	43.51
TIMM17A	00000	19.04
TIMM17B	00000	27.83
TIMM21	00000	17.3
TIMM22	00000	6.13
TIMM23	00000	31.8
TIMM23B	00000	4.67
TIMM44	00000	23.93
TIMM50	00000	25.21
TIMM8A	00000	2.78
TIMM8B	00000	30.43
TIMM9	00000	17.68
TIMMDC1	00000	49.85
TIMP1	00000	72.16
TIMP2	00000	94.49
TIMP3	00000	281.04
TIMP4	00000	0.96
TINAG	00000	15.57
TINAGL1	00000	138.3
TINF2	00000	23.96
TIPARP	00000	4.99
TIPIN	00000	2.62
TIPRL	00000	9.13
TIRAP	00000	5.75
TJAP1	00000	12.93
TJP1	00000	21.45
TJP2	00000	28.97
TJP3	00000	10.8
TK1	00000	8.29
TK2	00000	14.69
TKT	00000	38.29
TKTL1	00000	0.23
TLCD1	00000	6.66
TLCD2	00000	0.87
TLDC1	00000	5.72
TLDC2	00000	1.99
TLE1	00000	10.64
TLE2	00000	25.47
TLE3	00000	18.18
TLE4	00000	6.3
TLE6	00000	3.93
TLK1	00000	10.72
TLK2	00000	9.08
TLL1	00000	0.6
TLL2	00000	0.19
TLN1	00000	63.59
TLN2	00000	43.91
TLR1	00000	3.32
TLR10	00000	0.09
TLR2	00000	0.99
TLR3	00000	5.05
TLR4	00000	4.7
TLR5	00000	6.33
TLR6	00000	0.23
TLR7	00000	0.42
TLR8	00000	0.14
TLR9	00000	0.08
TLX1	00000	0
TLX2	00000	0
TLX3	00000	0
TM2D1	00000	28.93
TM2D2	00000	20.37
TM2D3	00000	25.44
TM4SF1	00000	74.66
TM4SF18	00000	14.19
TM4SF19	00000	0.25
TM4SF20	00000	0.03
TM4SF4	00000	0.2
TM4SF5	00000	8.81
TM6SF1	00000	3.36
TM6SF2	00000	1.38
TM7SF2	00000	30.75
TM7SF3	00000	62.78
TM9SF1	00000	34.01
TM9SF2	00000	54.48
TM9SF3	00000	37.52
TM9SF4	00000	22.64
TMA16	00000	7.88
TMA7	00000	186.64
TMBIM1	00000	101.94
TMBIM4	00000	65.17
TMBIM6	00000	446.93
TMC1	00000	0.2
TMC3	00000	0.1
TMC4	00000	39.73
TMC5	00000	0.85
TMC6	00000	13.05
TMC7	00000	0.51
TMC8	00000	2.03
TMCC1	00000	7.45
TMCC2	00000	3.15
TMCC3	00000	4.23
TMCO1	00000	58.18
TMCO2	00000	0.02
TMCO3	00000	24.77
TMCO4	00000	17.68
TMCO5A	00000	0
TMCO6	00000	6.33
TMED1	00000	23.46
TMED10	00000	107.9
TMED2	00000	75.73
TMED3	00000	29.94
TMED4	00000	71.69
TMED5	00000	35.42
TMED6	00000	3.78
TMED7	00000	32.33
TMED7-TICAM2	00000	0.84
TMED8	00000	7.59
TMED9	00000	69.61
TMEFF1	00000	0.67
TMEFF2	00000	0.14
TMEM100	00000	1.33
TMEM101	00000	26.01
TMEM102	00000	3.4
TMEM104	00000	5.26
TMEM105	00000	0.12
TMEM106A	00000	11.66
TMEM106B	00000	21.77
TMEM106C	00000	51.96
TMEM107	00000	8.09
TMEM108	00000	0.52
TMEM109	00000	61.33
TMEM11	00000	14.48
TMEM110	00000	9.66
TMEM110-MUSTN1	00000	1.46
TMEM114	00000	0.04
TMEM115	00000	26.3
TMEM116	00000	20.88
TMEM117	00000	1.9
TMEM119	00000	5.92
TMEM120B	00000	5.72
TMEM121	00000	2.35
TMEM123	00000	61.68
TMEM125	00000	10.31
TMEM126A	00000	14.24
TMEM126B	00000	31.7
TMEM127	00000	30.43
TMEM128	00000	22.41
TMEM129	00000	31.54
TMEM130	00000	4.03
TMEM131	00000	12.49
TMEM132A	00000	4.77
TMEM132B	00000	0.1
TMEM132C	00000	0.41
TMEM132D	00000	0.08
TMEM132E	00000	2.5
TMEM133	00000	4.58
TMEM134	00000	37.39
TMEM135	00000	5.93
TMEM136	00000	3.98
TMEM138	00000	19.23
TMEM139	00000	50.33
TMEM140	00000	19.04
TMEM141	00000	74.75
TMEM143	00000	7.6
TMEM144	00000	2.42
TMEM145	00000	0.05
TMEM147	00000	65.87
TMEM14A	00000	17.43
TMEM14B	00000	51.71
TMEM14C	00000	67.61
TMEM14E	00000	0.1
TMEM150A	00000	17.18
TMEM150B	00000	1.89
TMEM150C	00000	9.89
TMEM151A	00000	0.05
TMEM151B	00000	0.07
TMEM154	00000	0.31
TMEM155	00000	0.03
TMEM156	00000	0.25
TMEM158	00000	2.87
TMEM159	00000	13.82
TMEM160	00000	25.63
TMEM161A	00000	12.03
TMEM161B	00000	5.28
TMEM163	00000	0.24
TMEM164	00000	13.73
TMEM165	00000	29.96
TMEM167A	00000	20.95
TMEM167B	00000	16.38
TMEM168	00000	9.06
TMEM169	00000	1.97
TMEM17	00000	2.74
TMEM170A	00000	7.83
TMEM170B	00000	1.49
TMEM171	00000	6.95
TMEM173	00000	22.48
TMEM174	00000	37.55
TMEM175	00000	21.76
TMEM176A	00000	92.13
TMEM176B	00000	138.84
TMEM177	00000	10.88
TMEM178A	00000	24.44
TMEM178B	00000	0.71
TMEM179	00000	0.13
TMEM179B	00000	35.36
TMEM18	00000	16.75
TMEM180	00000	1.67
TMEM181	00000	5.81
TMEM182	00000	1.77
TMEM183A	00000	19.16
TMEM184A	00000	5.97
TMEM184B	00000	22.61
TMEM184C	00000	10.42
TMEM185A	00000	8.72
TMEM185B	00000	8.38
TMEM186	00000	6.15
TMEM187	00000	5.53
TMEM189	00000	9.92
TMEM189-UBE2V1	00000	0
TMEM19	00000	10.62
TMEM190	00000	0.19
TMEM192	00000	15.83
TMEM194A	00000	2.42
TMEM194B	00000	1.73
TMEM196	00000	0
TMEM198	00000	1.64
TMEM199	00000	11.65
TMEM2	00000	7.5
TMEM200A	00000	3.67
TMEM200B	00000	5.82
TMEM200C	00000	1
TMEM201	00000	6.5
TMEM203	00000	24.31
TMEM204	00000	24.62
TMEM205	00000	90.1
TMEM206	00000	4.04
TMEM207	00000	5.47
TMEM208	00000	29.15
TMEM209	00000	4.42
TMEM210	00000	0
TMEM211	00000	0.05
TMEM212	00000	0
TMEM213	00000	80.96
TMEM214	00000	26.77
TMEM215	00000	0
TMEM216	00000	8.31
TMEM217	00000	0.66
TMEM218	00000	15.62
TMEM219	00000	68.99
TMEM220	00000	6.26
TMEM221	00000	0.36
TMEM222	00000	26.29
TMEM223	00000	11.31
TMEM229B	00000	2.59
TMEM230	00000	82.03
TMEM231	00000	3.21
TMEM232	00000	2.4
TMEM233	00000	0.32
TMEM234	00000	10.53
TMEM235	00000	0
TMEM236	00000	0
TMEM237	00000	6.43
TMEM238	00000	5.12
TMEM239	00000	0
TMEM240	00000	1.87
TMEM241	00000	1.78
TMEM242	00000	5.86
TMEM243	00000	19.85
TMEM244	00000	0.02
TMEM245	00000	33.07
TMEM246	00000	6.26
TMEM248	00000	35.98
TMEM249	00000	0.05
TMEM25	00000	20.04
TMEM251	00000	19.95
TMEM252	00000	6.74
TMEM253	00000	0.45
TMEM254	00000	12.78
TMEM255A	00000	0.96
TMEM255B	00000	5.9
TMEM256	00000	40.55
TMEM256-PLSCR3	00000	16.44
TMEM257	00000	0.02
TMEM258	00000	57.34
TMEM259	00000	108.62
TMEM26	00000	1.5
TMEM260	00000	7.64
TMEM261	00000	18.15
TMEM27	00000	61.75
TMEM30A	00000	45.65
TMEM30B	00000	16.47
TMEM30C	00000	0
TMEM31	00000	0.36
TMEM33	00000	14.56
TMEM35	00000	0.89
TMEM37	00000	92.56
TMEM38A	00000	5.86
TMEM38B	00000	12.09
TMEM39A	00000	5.4
TMEM39B	00000	5.41
TMEM40	00000	0.14
TMEM41A	00000	10.29
TMEM41B	00000	10.6
TMEM42	00000	10.35
TMEM43	00000	21.49
TMEM44	00000	4.39
TMEM45A	00000	2.15
TMEM45B	00000	17.86
TMEM47	00000	23.87
TMEM5	00000	9.87
TMEM50A	00000	59.64
TMEM50B	00000	36.48
TMEM51	00000	28.54
TMEM52	00000	1.04
TMEM52B	00000	60.88
TMEM53	00000	7.08
TMEM54	00000	20.28
TMEM55A	00000	9.09
TMEM55B	00000	17.27
TMEM56	00000	3.51
TMEM57	00000	6.94
TMEM59	00000	184.07
TMEM59L	00000	0.57
TMEM60	00000	14.51
TMEM61	00000	9.01
TMEM62	00000	8.52
TMEM63A	00000	24.7
TMEM63B	00000	13.47
TMEM63C	00000	0.36
TMEM64	00000	7.72
TMEM65	00000	5.63
TMEM66	00000	157
TMEM67	00000	4.36
TMEM68	00000	13.6
TMEM69	00000	12.94
TMEM70	00000	12.18
TMEM71	00000	1.08
TMEM72	00000	65.99
TMEM74	00000	0.12
TMEM74B	00000	1.15
TMEM75	00000	0
TMEM78	00000	0
TMEM79	00000	2.71
TMEM80	00000	27.68
TMEM81	00000	2.1
TMEM82	00000	3.77
TMEM86A	00000	7.68
TMEM86B	00000	2.2
TMEM87A	00000	20.98
TMEM87B	00000	4.61
TMEM88	00000	14.75
TMEM88B	00000	0.16
TMEM89	00000	0.03
TMEM8A	00000	31.1
TMEM8B	00000	9.68
TMEM8C	00000	0.57
TMEM9	00000	44.6
TMEM91	00000	9.38
TMEM92	00000	0.72
TMEM97	00000	5.91
TMEM98	00000	20.24
TMEM99	00000	9.78
TMEM9B	00000	38.12
TMF1	00000	8.09
TMIE	00000	0.77
TMIGD1	00000	0.84
TMIGD2	00000	0.03
TMLHE	00000	7
TMOD1	00000	5.12
TMOD2	00000	2.05
TMOD3	00000	14.67
TMOD4	00000	0.09
TMPO	00000	20.87
TMPPE	00000	1.04
TMPRSS11A	00000	0
TMPRSS11B	00000	0
TMPRSS11D	00000	0.01
TMPRSS11E	00000	0.02
TMPRSS11F	00000	0
TMPRSS12	00000	0.13
TMPRSS13	00000	1.25
TMPRSS15	00000	0
TMPRSS2	00000	34.97
TMPRSS3	00000	4.06
TMPRSS4	00000	7.48
TMPRSS5	00000	0.3
TMPRSS6	00000	0.04
TMPRSS7	00000	0.03
TMPRSS9	00000	0.23
TMSB10	00000	600.69
TMSB15A	00000	1.03
TMSB15B	00000	1.26
TMSB4X	00000	1656.15
TMSB4Y	00000	2.33
TMTC1	00000	15.08
TMTC2	00000	7.18
TMTC3	00000	3.76
TMTC4	00000	6.74
TMUB1	00000	31.61
TMUB2	00000	24.73
TMX1	00000	12.95
TMX2	00000	51.35
TMX2-CTNND1	00000	0.07
TMX3	00000	12.93
TMX4	00000	20.57
TNC	00000	43.65
TNF	00000	0.42
TNFAIP1	00000	18.32
TNFAIP2	00000	28.42
TNFAIP3	00000	7.84
TNFAIP6	00000	0.12
TNFAIP8	00000	9.93
TNFAIP8L1	00000	7.68
TNFAIP8L2	00000	1.31
TNFAIP8L3	00000	1.92
TNFRSF10A	00000	2.64
TNFRSF10B	00000	9.54
TNFRSF10C	00000	3.32
TNFRSF10D	00000	2.26
TNFRSF11A	00000	0.33
TNFRSF11B	00000	28.86
TNFRSF12A	00000	26.85
TNFRSF13B	00000	0.01
TNFRSF13C	00000	0.12
TNFRSF14	00000	56.58
TNFRSF17	00000	0.17
TNFRSF18	00000	0.22
TNFRSF19	00000	7.41
TNFRSF1A	00000	44.67
TNFRSF1B	00000	6.66
TNFRSF21	00000	18.6
TNFRSF25	00000	5.1
TNFRSF4	00000	1.28
TNFRSF6B	00000	0.8
TNFRSF8	00000	0.28
TNFRSF9	00000	0.06
TNFSF10	00000	71.43
TNFSF11	00000	0.12
TNFSF12	00000	36.51
TNFSF13	00000	48.08
TNFSF13B	00000	1.02
TNFSF14	00000	0.32
TNFSF15	00000	3.14
TNFSF18	00000	0.15
